Creation date,Subject,Detail,Department,Cust Fname,Cust Lname,Cust phn num,Cust email,Cust location,Priority
2/6/2015,Software Allocate,Unable to login to Virtual machine. Juniper client not working,IT,jayanth,reddy,1220180801,reddyy@inf.com,gurugram,1
2/8/2015,Software Allocate,"While logging in to Virtual machine , getting this error, 'The Page you are using Requires Java. More information on Java support is available from Microsoft website.'",IT,anish,thomas,1220214321,ahtoms@gjg.com,chandigarh,1
2/9/2015,Software Allocate,I have installed citrix. For juniper it is asking me for admin credentials.KIndly help me in this.,IT,avansh,deo,1220214562,adeo@fghjf.com,tiruvananthpuram,1
2/17/2015,Project extension not happening,My team leader is not able to extend my allocation to my current project. Please look into it,HR,rahul,rai,1220181024,rarai@bcjb.com,blore,1
2/26/2015,Computer getting locked,"My computer account is getting frequently locked, please look into it.",IT,ravi,lall,1220199412,lall.ravi@hfh.com,bbsr,1
3/6/2015,Leave encashment,Kindly encash my 10 earned leaves and credit the balance in my salary,HR,vivek,oberoi,1220117121,vvk@gml.com,Pune,2
3/8/2015,Issue with Official Transfer initiation,My official transfer is approved from manager but it is yet to be intiated,HR,Shikhar,Dhawan,7894561230,shikhar.dhawan@uio.com,Mumbai,1
3/10/2015,Query regarding the IJP,I have applied for IJP. I got a call for interview. They selected me. Can I withdraw now?,HR,Sachin ,Tendulkar,7891234560,sachin.master@lkj.com,Mumbai,1
3/11/2015,Query regarding the promotion,what is the eligibility criteria for getting promotion from analyst to lead in the EAIS unit,HR,Ravi,Shashtri,7418529635,ravi.coach@uio.com,Chennai,1
3/12/2015,Didn't receive confirmation letter,I have been confirmed on date 2/14/2018. But I didn?t get the confirmation letter,HR,Amit,Jhadav,9685741230,amit.jhadav@xyz.com,Pune,2
3/14/2015,Querry for stock incentive,I have been offered stock option. Can you please let me know when my stock units would be credited to my account,HR,Prakash,Singh,8529637410,prakash.singh@uiy.com,Bangalore,3
3/15/2015,Querry regarding appraisal,I wanted to know when the apprisal cycle will be kicked in and when the hike will be disbursed,HR,Zaheer ,Khan,6352897410,zaheer.khan@iol.com,Mumbai,1
3/16/2015,Bill reimbursementof project party,My bill is approved by Manager but it is yet to be reimbursed to me.,HR,Rohit ,Sharma,5689237410,rohit.sharma@yui.com,Delhi,2
1/7/2015,Regarding Background check documents,I am facing issue while uploading the back ground check documents.,HR,Virat,Kholi,7456123890,virat.kholi@hyu.com,Delhi,2
1/8/2015,Correction in Date of Birth,My date of birth which is displayed in system in wrong. Please correct it.,HR,Shikhar,Dhawan,7894561230,shikhar.dhawan@uio.com,Mumbai,1
2/17/2015,Project extension not happening,Current project allocation is not being extended. Please extend it asap.,HR,rahul,rai,1220181024,rarai@bcjb.com,blore,1
3/6/2015,Leave encashment,please encash my 10 leaves.,HR,vivek,oberoi,1220117121,vvk@gml.com,Pune,2
3/8/2015,Issue with Official Transfer initiation,My official transfer is approved from manager but it is yet to be intiated and the signal is red and I don’t who what is left.,HR,Siddhanta,bhatta,7894561230,shikhar.dhawan@uio.com,Mumbai,1
3/10/2015,Query regarding the IJP,I have applied for IJP. I got a call for interview. They selected me.is it possible to withdraw now ?,HR,Sachin ,Tendulkar,7891234560,sachin.master@lkj.com,Mumbai,1
3/11/2015,Query regarding the promotion,what is the eligibility criteria for getting promotion from analyst to lead in Healthcare domain,HR,Ravi,Shashtri,7418529635,ravi.coach@uio.com,Chennai,1
3/12/2015,Didn't receive confirmation letter,I have been confirmed on date 2/14/2017. But I didn?t get the confirmation letter. Please send me the confirmation letter.,HR,Amit,Jhadav,9685741230,amit.jhadav@xyz.com,Pune,2
3/14/2015,Querry for stock incentive,I have been offered stock option. Can you please let me know when my stock units would be matured and credited ?,HR,Prakash,Singh,8529637410,prakash.singh@uiy.com,Bangalore,3
3/15/2015,Querry regarding appraisal,Could you please let me know when the appriasal cycle will be completed and when I will get a bonus ?,HR,Zaheer ,Khan,6352897410,zaheer.khan@iol.com,Mumbai,1
3/16/2015,Bill reimbursementof project party,"please reimbursh the bill amount to my account. Please note, the bills are already approved.",HR,Rohit ,Sharma,5689237410,rohit.sharma@yui.com,Delhi,2
1/15/2015,Deallocation of system,Please deallocate the system as I am moving out of the building,IT,Namrita,Thakur,7539518529,thakur.namrita@hye.com,Delhi,3
2/6/2015,Software Allocate,Please allocate PQR software to my virtual desktop,IT,jayanth,reddy,1220180801,reddyy@inf.com,gurugram,1
2/8/2015,Software Allocate,please allocate dasdas software to me,IT,anish,thomas,1220214321,ahtoms@gjg.com,chandigarh,1
2/9/2015,Software Allocate,I have installed citrix. But for a software its asking me credentials. Please help me install the softwware.,IT,avansh,deo,1220214562,adeo@fghjf.com,tiruvananthpuram,1
3/10/2015,Query regarding the IJP,I have applied for IJP. I got a call for interview. They selected me. Can I withdraw now?,HR,Sachin ,Tendulkar,7891234560,sachin.master@lkj.com,Mumbai,1
3/11/2015,Query regarding the promotion,what is the eligibility criteria for getting promotion from analyst to lead in the EAIS unit,HR,Ravi,Shashtri,7418529635,ravi.coach@uio.com,Chennai,1
1/10/2015,Seperation document ,Reuiqred document for seperation is uploaded but still it is not allowing me to move forward.,HR,Sachin ,Tendulkar,7891234560,sachin.master@lkj.com,Mumbai,1
1/2/2015,issue with air conditioner,Ac in the room is not working. Please help.,Facilities,Amit,Jhadav,9685741230,amit.jhadav@xyz.com,Pune,2
1/3/2015,Rooms not cleaned,Rooms are tidy. Please send some one to clean the room asap.,Facilities,Sumit,Sharma,1234567890,sumit.sharma@abc.com,Hyderabad,1
1/4/2015,watercooler not working,Please fix the watercooler. Its not working properly.,Facilities,Prakash,Singh,8529637410,prakash.singh@uiy.com,Bangalore,3
1/5/2015,Bus schedule not available,can you share the bus schedule so that I can plan for the same.,Facilities,Zaheer ,Khan,6352897410,zaheer.khan@iol.com,Mumbai,3
1/6/2015,Fix the projector issue in conference room,Projetor is not working in conference room number in 6th floor B wing,Facilities,Rohit ,Sharma,5689237410,rohit.sharma@yui.com,Delhi,1
2/15/2015,Drawer Keys needed,Need key for Drawer CDE-MN-ZYXWV-000000011111. please provide asap,Facilities,abhishek,varma,1220180559,varma@ttf.com,mysore,3
2/28/2015,VOIP not functioning,VOIP is not working properly.,Facilities,afroz,shah,1220199142,ashah@hfh.com,Pune,2
3/3/2015,Drawer key lost,"I have lost my drawer keys, please provide me with a duplicate and let me know the procedure to be followed.",Facilities,pulkit ,prasad,1220199482,pulkitpj@qas.com,hyd,3
3/4/2015,Dustbin needed,"Plz help me with a dustbin for cubicle 1004, 3nd floor, building 8.",Facilities,Siddhanta,ali,1220199771,ultimate_ali@bcjb.com,Hyderabad,3
3/17/2015,Hygine issue in canteen food,Non hygenic food at canteen. Please do a hygine test asap.,Facilities,Amit,Jhadav,9685741230,amit.jhadav@xyz.com,Pune,3
3/18/2015,Regarding price of food,high food price. Please revise the food price.,Facilities,Sumit,Sharma,1234567890,sumit.sharma@abc.com,Hyderabad,2
3/19/2015,Issue with service in food court,Vendor responsible for service are not serving food properly. Only few available in counter. ,Facilities,Prakash,Singh,8529637410,prakash.singh@uiy.com,Bangalore,3
3/20/2015,hygine isssue in gym,Gym is not properly cleaned. Foul smell exist. Please clean it asap.,Facilities,Zaheer ,Khan,6352897410,zaheer.khan@iol.com,Mumbai,1
3/21/2015,Microwave oven not heating up,food in the microwave oven is not heating up. I think its faulty.,Facilities,Madhu,Joshi,6352897410,madhu.joshi@outlook.com,Mumbai,1
3/22/2015,wanted drawe key,My drawe key is lost. Can you please provide the duplicate key or help me find the pointer to the same.,Facilities,Smita,Patil,7456891230,smita.patil@hotmail.com,Chennai,2
1/10/2015,Seperation document ,even if I upload my seperation document it still not moving forward.,HR,Sachin ,Tendulkar,7891234560,sachin.master@lkj.com,Mumbai,1
2/25/2015,Desktop not working,blue screen error coming constantly. Desktop is not working. Either fix it or replace it.,IT,vipul,sinha,1220186235,vipul.sinha@hfb.com,blore,1
1/2/2015,issue with air conditioner,Ac in the room is not working. Improper cooling please help asap.,Facilities,Amit,Jhadav,9685741230,amit.jhadav@xyz.com,Pune,2
1/2/2015,issue with air conditioner,Ac in the room is not working. Improper cooling please help asap.,Facilities,Amit,Jhadav,9685741230,amit.jhadav@xyz.com,Pune,2
27-01-2016,Fix the projector issue in conference room,Projetor is not working in the conf room 5. please help.,Facilities,Rohit ,Sharma,5689237410,rohit.sharma@yui.com,Delhi,1
21-04-2017,Salary is not updated,Recently got role change.but I am receiving the salary same as my previous role. Please resolve this asap and refund the cut salary.,HR,Ravi,Shashtri,7418529635,ravi.coach@uio.com,Chennai,1
27-01-2016,Fix the projector issue in conference room,Projetor is not working in the conf room 5. please help.,Facilities,Rohit ,Sharma,5689237410,rohit.sharma@yui.com,Delhi,1
26-04-2016,Regarding Background check documents,Address for background verification is failing repeatedly.,HR,Virat,Kholi,7456123890,virat.kholi@hyu.com,Delhi,2
21-04-2017,Salary is not updated,Recently got role change.but I am receiving the salary same as my previous role. Please resolve this asap and refund the cut salary.,HR,Ravi,Shashtri,7418529635,ravi.coach@uio.com,Chennai,1
12/2/2018,Deallocation of system,please deallocate the system,IT,Namrita,Thakur,7539518529,thakur.namrita@hye.com,Delhi,3
29-10-2015,Virus attack,virus attack detected. Please help as I am not able to work.,IT,udit,prakash,1228027323,udi@d.com,blore,2
27-01-2016,New PC needed,New PC needed to set up new account in BBSR dc.,IT,Rukhshan,Rahman,1224751723,ruk@a.com,hyd,1
26-04-2016,Verify legal documents,Verify legal documents for AETNA asap,Legal ,siddhanta,bhatta,1221476123,sid@b.com,bbsr,3
